rxn_smiles,barrier
[CH3:1][CH:2]1[CH2:3][C:4](=[O:6])[CH2:5]1>>[CH3:1][C:2][CH2:3][C:4]([CH3:5])=[O:6],76.79139
[CH3:1][CH:5]1[CH2:4][C:3](=[O:2])[CH2:6]1>>[CH4:1].[O:2]=[C:3]1[CH2:4][C:5][CH2:6]1,94.88626
[CH2:1]1[C:2](=[O:3])[CH2:6][CH:5]1[CH3:4]>>[CH2:1]=[C:2]=[O:3].[CH2:4]=[CH:5][CH3:6],46.11174000000001
[CH3:1][CH:2]1[CH2:3][C:5](=[O:6])[CH2:4]1>>[CH3:1][CH:2]([CH3:3])[CH:4]=[C:5]=[O:6],77.47677
[CH3:1][CH:2]1[CH2:3][C:4](=[O:5])[CH2:6]1>>[CH3:1][C-:2]1[CH2:3][C+:4]([OH:5])[CH2:6]1,90.94249
[CH3:1][CH:2]1[CH2:3][C:4](=[O:5])[CH2:6]1>>[CH3:1][C@@H:2]1[CH:3]=[C:4]([OH:5])[CH2:6]1,77.21347
[CH3:1][C:2]#[C:3][CH2:4][CH:5]=[O:6]>>[CH3:1][C:2]1=[CH:3][CH2:4][C:5]1=[O:6],112.14942
[CH3:1][C:2]#[C:3][CH2:4][CH:5]=[O:6]>>[CH3:1][C:2]#[C:3][CH2:4][C:5][OH:6],80.34978000000002
[C:1](#[C:2][CH3:3])[CH2:4][CH:5]=[O:6]>>[C:1]=[C:2]([CH3:3])[CH2:4][CH:5]=[O:6],56.7248
[CH2:1]([C:2]#[C:3][CH3:4])[CH:5]=[O:6]>>[CH2:1]=[C:2]=[C:3]([CH3:4])[CH:5]=[O:6],55.18169
[CH3:1][C:2]#[C:3][CH2:4][CH:5]=[O:6]>>[CH2:1]=[C:2]=[CH:3][CH2:4][CH:5]=[O:6],90.78391
[CH2:1]([C:2]#[C:3][CH3:4])[CH:5]=[O:6]>>[CH2:1]=[C:2]=[CH:3][CH3:4].[C-:5]#[O+:6],42.18951
[CH3:1][C:2]#[C:3][CH2:4][CH:5]=[O:6]>>[CH2:1]=[C:2]=[C:3]1[CH2:4][C@@H:5]1[OH:6],56.26575
[CH3:1][C:2]#[C:3][CH2:4][CH:5]=[O:6]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][o:6]1,56.75123000000001
[CH2:1]([CH:2]=[O:3])[C:4]#[C:6][CH3:5]>>[CH3:1][C:2](=[O:3])[C@@H:4]1[C:5][CH2:6]1,81.48618
[CH3:1][C@H:2]([CH2:3][OH:5])[OH:4]>>[CH3:1][C:2]([CH3:3])=[O:4].[OH2:5],79.19679000000002
[CH3:1][C@@H:2]([OH:3])[CH2:4][OH:5]>>[CH2:1]=[C:2]([OH:3])[CH2:4][OH:5].[H:6][H:7],107.22203
[CH3:1][C@H:2]([CH2:3][OH:4])[OH:5]>>[CH3:1][CH2:2][CH:3]=[O:4].[OH2:5],74.35174
[CH3:1][C@H:2]([CH2:3][OH:5])[OH:4]>>[CH3:1][C@@H:2]1[CH2:3][O:4]1.[OH2:5],71.78881
[CH3:1][C@@H:2]([OH:3])[CH2:4][OH:5]>>[CH3:1][CH2:2][OH:3].[CH:4][OH:5],81.21743000000002
[CH2:1]([OH:2])[C@@H:4]([CH3:3])[OH:5]>>[CH3:1][OH:2].[CH3:3][C:4][OH:5],104.86123
[CH3:1][C@@H:2]([OH:3])[CH2:4][OH:5]>>[CH3:1][C@@H:2]([OH:3])[CH:4]=[O:5].[H:6][H:7],87.04856
[CH2:1]([C@@H:2]([CH3:3])[OH:4])[OH:5]>>[CH2:1]=[C:2]([CH3:3])[OH:4].[OH2:5],73.11329
[CH3:1][C@@H:3]([OH:2])[CH2:4][OH:5]>>[CH4:1].[O:2]=[CH:3][CH2:4][OH:5],79.36081999999998
[OH:1][CH2:5][C@H:3]([OH:2])[CH3:4]>>[OH2:1].[OH:2][CH:3]1[CH2:4][CH2:5]1,95.53882
[NH:1]1[CH2:2][CH2:3][CH2:4][C:5]1=[O:6]>>[NH2:1][CH2:2][CH2:3][CH:4]=[C:5]=[O:6],79.93086
[CH2:1]1[CH2:2][C:5](=[O:6])[NH:4][CH2:3]1>>[CH2:1]=[CH2:2].[CH2:3]=[NH:4].[C-:5]#[O+:6],87.21077
[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][NH:6]1>>[OH:1][C:2]1=[CH:3][CH2:4][CH2:5][NH:6]1,73.7607
[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][NH:6]1>>[OH:1][C@:2]12[CH2:3][CH2:4][C@H:5]1[NH:6]2,117.61067
[NH:2]1[C:3](=[O:7])[CH2:4][CH2:5][CH2:6]1>>[H:1]/[N:2]=[C:3]1/[CH2:4][CH2:5][CH2:6][O:7]1,106.80459
[CH2:1]1[CH2:2][NH:4][C:5](=[O:6])[CH2:3]1>>[CH2:1]1[CH2:2][CH2:3]1.[NH:4]=[C:5]=[O:6],98.51969
[CH2:1]1[CH2:2][CH2:3][NH:4][C:5]1=[O:6]>>[CH3:1][CH2:2][CH2:3][N:4]=[C:5]=[O:6],96.38802
[CH2:1]1[C:2](=[O:6])[NH:3][CH2:4][CH2:5]1>>[CH2:1]=[C:2]1[NH:3][CH2:4][CH2:5][O:6]1,100.25833
[NH:2]1[C:3](=[O:7])[CH2:4][CH2:5][CH2:6]1>>[H:1]/[N:2]=[CH:3]/[CH2:4][CH2:5][CH:6]=[O:7],89.02953000000002
[CH2:1]1[NH:2][C:3](=[O:4])[CH2:5][CH2:6]1>>[CH-:1]=[NH+:2][C:3](=[O:4])[CH2:5][CH3:6],85.85485
[CH2:1]1[NH:2][C:3](=[O:4])[CH2:5][CH2:6]1>>[CH2:1]=[N:2][C:3](=[O:4])[CH2:5][CH3:6],108.85337
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][CH2:6]1>>[OH:1][C:2]1=[N:3][CH2:4][CH2:5][CH2:6]1,48.41625
[NH:2]1[C:3](=[O:4])[CH2:5][CH2:6][CH2:7]1>>[H:1]/[N:2]=[C:3](\[OH:4])[CH2:5][CH:6]=[CH2:7],96.02005
[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][NH:6]1>>[OH:1][C+:2]1[CH2:3][CH2:4][CH-:5][NH:6]1,100.89635
[CH2:1]1[C:2](=[O:3])[NH:4][CH2:5][CH2:6]1>>[CH+:1]=[C:2]([O-:3])[NH:4][CH2:5][CH3:6],91.35666
[O:3]=[C:4]1[CH2:5][CH2:6][CH2:7][NH:8]1>>[H:1][H:2].[O-:3][C:4]1=[CH:5][CH2:6][CH:7]=[NH+:8]1,78.16062
[CH2:1]1[CH2:3][O:2][CH2:5][O:6][CH2:4]1>>[CH-:1]=[O+:2][CH2:3][CH2:4][CH2:5][OH:6],70.06564
[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5][O:6]1>>[CH2:1]=[CH:2][CH2:3][O:4][CH2:5][OH:6],78.59656
[CH2:1]1[CH2:5][O:4][CH2:3][O:2][CH2:6]1>>[CH-:1]=[O+:2][CH2:3][O:4][CH2:5][CH3:6],85.09156999999998
[CH2:1]1[O:2][CH2:3][CH2:4][CH2:5][O:6]1>>[CH2:1]=[O:2].[CH3:3][C@H:4]1[CH2:5][O:6]1,96.45958
[CH2:1]1[CH2:5][O:4][CH2:3][O:2][CH2:6]1>>[C-:1]1=[O+:2][CH2:3][O:4][CH2:5][CH2:6]1.[H:7][H:8],87.12849
[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5][O:6]1>>[CH2:1]=[CH2:2].[CH2:3]=[O:4].[CH2:5]=[O:6],75.34852
[CH2:1]1[CH2:2][O:3][CH2:4][O:5][CH2:6]1>>[CH:1]1=[CH:2][O:3][CH2:4][O:5][CH2:6]1.[H:7][H:8],108.50985
[CH2:1]1[CH2:2][O:3][CH2:4][O:5][CH2:6]1>>[CH2:1]1[CH2:2][O:3][CH2:4][O:5]1.[CH2:6],125.9428
[CH2:1]1[CH2:3][O:2][CH2:5][O:6][CH2:4]1>>[CH:1]1=[O+:2][CH-:3][CH2:4][CH2:5][O:6]1.[H:7][H:8],79.26946
[N:1]#[C:2][CH:3]([NH2:4])[C:5]#[N:6]>>[N:1]#[C:2][C:3]([NH2:4])=[C:5]=[NH:6],75.71153000000002
[N:1]#[C:2][CH:3]([NH2:4])[C:5]#[N:6]>>[N:1]#[C:2][CH-:3][NH2+:4][C:5]#[N:6],82.27065999999998
[C:1](#[N:2])[CH:3]([NH2:4])[C:5]#[N:6]>>[C-:1]#[N+:2][C@H:3]([NH2:4])[C:5]#[N:6],51.04561
[C:1](#[N:2])[CH:5]([NH2:4])[C:6]#[N:7]>>[C:1]=[NH:2].[H:3]/[N:4]=[CH:5]\[C:6]#[N:7],58.6145
[N:1]#[C:2][CH:3]([NH2:4])[C:5]#[N:6]>>[N:1]#[C:2][C-:3]([NH3+:4])[C:5]#[N:6],61.98213000000001
[N:1]#[C:2][CH:3]([NH2:4])[C:5]#[N:6]>>[N:1]#[C:2][C@@H:3]1[N:4]=[C:5]1[NH2:6],77.38167
[cH:1]1[cH:3][cH:2][o:5][cH:4]1>>[CH2:1]=[C:2]1[CH:3]=[CH:4][O:5]1,87.42397
[cH:1]1[cH:2][cH:3][cH:4][o:5]1>>[CH:1]#[C:2][CH2:3][CH:4]=[O:5],86.92699
[cH:1]1[o:2][cH:3][cH:4][cH:5]1>>[C-:1]1=[O+:2][CH2:3][CH:4]=[CH:5]1,118.0963
[cH:1]1[o:2][cH:3][cH:4][cH:5]1>>[C-:1]1=[O+:2][CH:3]=[CH:4][CH2:5]1,65.73994
[cH:1]1[cH:2][cH:3][cH:4][o:5]1>>[CH2:1]=[C:2]=[CH:3][CH:4]=[O:5],69.60523
[cH:1]1[cH:2][cH:3][o:4][cH:5]1>>[CH:1]1=[CH:2][C@H:3]2[O:4][C@@H:5]12,107.51582
[CH3:1][c:2]1[cH:3][o:4][cH:5][n:6]1>>[CH3:1][c:2]1[cH:3][o+:4][c-:5][nH:6]1,71.00183
[CH3:1][c:3]1[n:2][cH:6][o:5][cH:4]1>>[CH3:1][n+:2]1[c-:3][cH:4][o:5][cH:6]1,118.13219
[CH3:1][c:3]1[cH:2][o:6][cH:5][n:4]1>>[CH3:1][CH:2]=[C:3]=[N:4][CH:5]=[O:6],85.16787
[CH3:1][c:2]1[cH:3][o:4][cH:5][n:6]1>>[CH2:1]=[C:2]1[C-:3]=[O+:4][CH:5]=[N:6]1.[H:7][H:8],121.11466
[CH3:1][c:2]1[n:3][cH:4][o:5][cH:6]1>>[CH3:1][C:2]1=[N:3][C@H:4]2[O:5][C@@H:6]12,91.7294
[o:1]1[cH:2][n:3][c:4]([CH3:6])[cH:5]1>>[O:1]=[CH:2][N:3]=[C:4]1[CH2:5][CH2:6]1,91.03115
[CH3:1][c:2]1[cH:3][o:4][cH:5][n:6]1>>[CH3:1][C@:2]1([CH:3]=[O:4])[CH:5]=[N:6]1,85.28704
[CH3:1][c:2]1[cH:3][o:4][cH:5][n:6]1>>[CH3:1][C@H:2]1[C-:3]=[O+:4][CH:5]=[N:6]1,64.0114
[CH3:1][c:2]1[cH:3][o:4][cH:5][n:6]1>>[CH2:1]=[C:2]1[CH2:3][O:4][CH:5]=[N:6]1,91.38537
[CH3:1][c:2]1[cH:3][o:4][cH:5][n:6]1>>[CH2:1]=[C:2]1[CH-:3][O+:4]=[CH:5][NH:6]1,85.00773000000002
[cH:1]1[c:2]([CH3:3])[n:4][cH:5][o:6]1>>[CH:1]#[C:2][CH3:3].[NH:4]=[C:5]=[O:6],100.21057
[cH:1]1[n:2][c:3]([CH3:4])[cH:5][o:6]1>>[CH:1]#[N+:2][C:3]([CH3:4])=[CH:5][O-:6],48.42417
[c:1]1([CH3:3])[n:2][cH:5][o:6][cH:4]1>>[CH:1]#[N:2].[CH3:3][CH:4]=[C:5]=[O:6],85.38874
[CH3:1][CH:2]([CH3:3])[CH2:4][CH:5]=[O:6]>>[CH3:1][CH:2]([CH3:3])/[CH:4]=[CH:5]\[OH:6],71.32075999999998
[CH3:1][CH:3]([CH3:2])[CH2:4][CH:5]=[O:6]>>[CH4:1].[CH2:2]=[CH:3][CH2:4][CH:5]=[O:6],113.47756
[CH3:1][CH:3]([CH3:2])[CH2:4][CH:5]=[O:6]>>[CH4:1].[CH3:2]/[CH:3]=[CH:4]/[CH:5]=[O:6],92.11063
[CH3:1][CH:3]([CH3:2])[CH2:4][CH:5]=[O:6]>>[CH4:1].[CH3:2][C:3][CH2:4][CH:5]=[O:6],92.77165
[CH2:1]([CH:2]([CH3:3])[CH3:4])[CH:5]=[O:6]>>[CH3:1][CH:2]([CH3:3])[CH3:4].[C-:5]#[O+:6],82.99376
[CH2:1]([CH:2]=[O:3])[CH:5]([CH3:4])[CH3:6]>>[CH2:1]=[C:2]=[O:3].[CH3:4][CH2:5][CH3:6],88.44969
[CH2:1]([CH:2]=[O:3])[CH:4]([CH3:5])[CH3:6]>>[CH2:1]=[CH:2][O:3][CH:4]([CH3:5])[CH3:6],86.89375
[CH3:1][c:2]1[nH:3][cH:4][cH:5][cH:6]1>>[CH3:1][C:2]1=[N:3][CH2:4][CH:5]=[CH:6]1,44.74652
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH2:1]=[C:2]1[CH2:3][CH:4]=[CH:5][NH:6]1,87.61625
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH2:1]=[C:2]1[CH-:3][CH2:4][CH+:5][NH:6]1,89.30399
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH3:1][C@H:2]1[C-:3]=[CH:4][CH+:5][NH:6]1,71.55779
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH3:1][C@H:2]1[CH:3]=[CH:4][CH:5]=[N:6]1,45.39031
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH2+:1][c:2]1[cH:3][cH:4][c-:5][nH:6]1.[H:7][H:8],129.73252
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH3:1][C:2]1=[CH:3][CH2:4][CH:5]=[N:6]1,44.77018
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH3:1][C:2]1=[C-:3][CH2:4][CH+:5][NH:6]1,80.38975
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH3:1][C:2]1=[CH:3][CH2:4][C:5][NH:6]1,60.51515
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH3:1][C+:2]1[CH:3]=[C-:4][CH2:5][NH:6]1,70.49094000000002
[CH3:1][c:2]1[cH:3][cH:6][cH:5][nH:4]1>>[CH3:1][C@H:2]1[C:3][NH:4][CH:5]=[CH:6]1,80.00341999999998
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH3:1][C+:2]1[CH2:3][C-:4]=[CH:5][NH:6]1,80.41171999999997
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH3:1][C:2]1=[CH:3][CH:4]=[C-:5][NH2+:6]1,85.96857
[CH3:1][c:2]1[nH:3][cH:4][cH:5][cH:6]1>>[CH3:1][C:2]1=[N:3][CH:4]=[CH:5][CH2:6]1,45.38624
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH3:1][C@H:2]1[CH:3]=[C:4]=[CH:5][NH:6]1,91.95442
[cH:1]1[c:2]([CH3:3])[nH:4][cH:5][cH:6]1>>[C:1]=[C:2]([CH3:3])[NH:4][CH:5]=[CH2:6],98.0561
[c:1]1([CH3:2])[cH:3][cH:4][cH:5][nH:6]1>>[CH:1]#[CH:2].[CH3:3][CH:4]=[C:5]=[NH:6],137.4179
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH2:1]=[C:2]1[CH:3]=[CH:4][CH2:5][NH:6]1,89.3251
[CH3:1][c:2]1[cH:3][cH:4][cH:5][nH:6]1>>[CH2:1]=[C:2]1[CH:3]=[CH:4][CH:5]=[N:6]1.[H:7][H:8],94.34962
[nH:2]1[c:3]([CH3:4])[cH:5][cH:6][cH:7]1>>[H:1]/[N:2]=[C:3](\[CH3:4])[CH:5]=[C:6]=[CH2:7],102.55452
[CH:1]#[C:2][C@H:3]([CH3:4])[O:5][CH3:6]>>[CH3:1][CH:2]=[C:3]=[CH:4][O:5][CH3:6],65.0157
[CH:1]#[C:4][C@H:2]([CH3:3])[O:5][CH3:6]>>[CH:1]/[C:2]([CH3:3])=[CH:4]\[O:5][CH3:6],77.56076
[CH3:1][C@@H:4]([C:3]#[CH:2])[O:5][CH3:6]>>[CH4:1].[CH:2]#[C:3][CH:4]=[O+:5][CH2-:6],86.73489000000002
[CH:1]#[C:2][C@H:3]([CH3:4])[O:5][CH3:6]>>[CH:1]/[CH:2]=[C:3](\[CH3:4])[O:5][CH3:6],65.02691999999999
[CH:1]#[C:2][C@H:3]([CH3:4])[O:6][CH3:5]>>[CH2:1]=[C:2]=[CH:3][CH3:4].[CH2:5]=[O:6],44.48075
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][NH:6]1>>[OH:1][C:2]1=[N:3][CH2:4][CH2:5][NH:6]1,52.29497
[CH2:1]1[CH2:2][NH:3][C:4](=[O:6])[NH:5]1>>[CH3:1][CH2:2][NH:3][C:4]1=[N:5][O:6]1,90.96377
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][NH:6]1>>[O:1]=[C:2]1[NH:3][CH2:4][CH-:5][NH2+:6]1,86.05960999999998
[CH2:1]1[NH:2][C:5](=[O:6])[NH:4][CH2:3]1>>[CH2:1]=[NH:2].[CH2:3]=[NH:4].[C-:5]#[O+:6],95.31723
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][NH:6]1>>[OH:1][C@:2]12[NH:3][CH2:4][C@H:5]1[NH:6]2,128.57223
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][NH:6]1>>[O:1]=[C:2]1[NH:3][CH2:4][C-:5]=[NH+:6]1.[H:7][H:8],80.32766
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][NH:6]1>>[O:1]=[c:2]1[nH:3][cH:4][cH:5][nH:6]1.[H:7][H:8],101.74798
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][NH:6]1>>[O:1]=[C:2]1[N:3]=[CH:4][CH2:5][NH:6]1.[H:7][H:8],99.93536
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][NH:6]1>>[O:1]=[C:2]1[NH:3][CH-:4][CH2:5][NH2+:6]1,80.82289
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][NH:6]1>>[OH:1][C+:2]1[NH:3][CH-:4][CH2:5][NH:6]1,112.43807
[CH2:1]1[CH2:2][NH:3][C:5](=[O:6])[NH:4]1>>[CH2:1]1[CH2:2][NH:3]1.[NH:4]=[C:5]=[O:6],93.34575
[NH:2]1[CH2:3][CH2:4][NH:5][C:6]1=[O:7]>>[H:1]/[N:2]=[CH:3]/[CH2:4][NH:5][CH:6]=[O:7],99.65305
[CH2:1]1[NH:2][C:3](=[O:4])[NH:5][CH2:6]1>>[CH-:1]=[NH+:2][C:3](=[O:4])[NH:5][CH3:6],85.86445
[CH:1]#[C:2][C:3]#[C:4][CH3:5]>>[CH-:1]=[CH:2][C:3]#[C:4][CH2+:5],117.55846
[CH3:1][C:2]#[C:5][C:3]#[CH:4]>>[CH3:1][C:2]12[C:3]3=[C:4]1[CH:5]23,89.48473
[CH:1]#[C:2][C:3]#[C:4][CH3:5]>>[C-:1]#[C:2][C+:3]=[CH:4][CH3:5],103.80118
[CH:1]#[C:5][C:4]#[C:2][CH3:3]>>[C:1]=[C:2]([CH3:3])[C:4]#[CH:5],62.99013000000001
[CH:1]#[C:2][C:3]#[C:4][CH3:5]>>[CH2:1]=[C:2]=[C:3]=[C:4]=[CH2:5],77.21709
[CH2:1]1[O:2][CH2:3][C:4]1([CH3:5])[CH3:6]>>[CH-:1]=[O+:2][CH2:3][CH:4]([CH3:5])[CH3:6],78.90782
[CH3:1][C:3]1([CH3:2])[CH2:4][O:5][CH2:6]1>>[CH3:1][CH3:2].[C:3]1[CH2:4][O:5][CH2:6]1,151.30035
[CH2:1]1[CH:2]([OH:3])[CH2:4]1>>[CH2:1]=[CH:2][OH:3].[CH2:4],93.04595
[CH2:1]1[CH2:2][CH:3]1[OH:4]>>[CH3:1]/[CH:2]=[CH:3]\[OH:4],61.68298000000001
[OH:1][CH:2]1[CH2:3][CH2:4]1>>[OH:1][C:2]1=[CH:3][CH2:4]1.[H:5][H:6],120.63461
[OH:1][CH:2]1[CH2:3][CH2:4]1>>[O:1]=[C:2]1[CH2:3][CH2:4]1.[H:5][H:6],92.31465
[CH:1]1([OH:4])[CH2:2][CH2:3]1>>[CH:1]1=[CH:2][CH2:3]1.[OH2:4],79.00855
[CH2:1]1[CH2:2][CH:3]1[OH:4]>>[CH3:1][CH2:2][C:3][OH:4],54.22475
[CH:1]#[C:2][CH:3]([OH:4])[C:5]#[CH:6]>>[CH:1]#[C:2][C:3]([OH:4])=[C:5]=[CH2:6],74.75724
[CH3:1][C@H:2]1[CH2:3][C@@H:4]2[C@H:5]1[O:6]2>>[CH:1][C@H:2]1[CH2:3][C@H:4]([CH3:5])[O:6]1,98.83025
[C@@H:1]12[O:2][C@@H:3]1[CH2:4][C@@H:5]2[CH3:6]>>[CH-:1]=[O+:2][C@@H:3]1[CH2:4][C@@H:5]1[CH3:6],78.27731999999997
[C@H:1]12[C@@H:2]([CH3:3])[CH2:4][C@H:5]1[O:6]2>>[CH2:1]=[C:2]([CH3:3])[CH2:4][CH:5]=[O:6],64.65781
[CH3:1][C@H:2]1[CH2:3][C@H:4]2[O:5][C@@H:6]12>>[CH4:1].[C:2]1[CH2:3][C@H:4]2[O:5][C@@H:6]12,88.34221
[CH3:1][C@@H:5]1[C@H:4]2[C@H:2]([O:3]2)[CH2:6]1>>[CH:1][C@H:2]1[O:3][CH2:4][C@@H:5]1[CH3:6],103.25776
[CH3:1][C@H:2]1[CH2:3][C@@H:4]2[C@H:5]1[O:6]2>>[CH2:1]=[CH:2][CH2:3][C@@H:4]1[C-:5]=[O+:6]1.[H:7][H:8],103.19169
[CH3:1][C@H:2]1[CH2:3][C@@H:4]2[C@H:5]1[O:6]2>>[CH2:1]=[CH:2][CH3:3].[CH+:4]=[CH:5][O-:6],91.73054
[CH3:1][C@H:2]1[CH2:3][C@@H:4]2[C@H:5]1[O:6]2>>[CH3:1][C@H:2]1[CH2:3][C@@H:4]1[CH:5]=[O:6],45.11624000000001
[CH3:1][C@@H:6]1[C@@H:2]2[O:3][C@@H:4]2[CH2:5]1>>[CH:1][C@H:2]1[O:3][C@H:4]1[CH2:5][CH3:6],75.4019
[CH3:1][C@@H:2]1[C@@H:3]2[O:4][C@@H:5]2[CH2:6]1>>[CH3:1][C:2][C@@H:3]1[O:4][C@@H:5]1[CH3:6],72.11078
[CH3:1][C@@H:2]1[C@@H:3]2[O:4][C@@H:5]2[CH2:6]1>>[CH3:1][C@@H:2]1[CH:3]=[O+:4][CH-:5][CH2:6]1,54.4528
[CH2:1]1[C@H:2]2[O:3][C@H:4]2[C@H:5]1[CH3:6]>>[CH2:1]=[CH:2][O:3]/[CH:4]=[CH:5]\[CH3:6],81.24942
[CH3:1][C@H:2]1[CH2:3][C@@H:4]2[C@H:5]1[O:6]2>>[CH3:1][C@H:2]1[CH2:3][C:4][C@H:5]1[OH:6],63.17056
[CH3:1][C@@H:2]1[C@@H:3]2[O:4][C@@H:5]2[CH2:6]1>>[CH3:1][C@@H:2]1[C-:3]=[O+:4][CH2:5][CH2:6]1,58.69204000000001
[CH3:1][C@H:2]1[CH2:3][C@H:4]2[O:5][C@@H:6]12>>[CH3:1][C@H:2]1[CH2:3][C-:4]=[O+:5][CH2:6]1,58.18793
[CH3:1][CH2:2][CH2:3][O:4][CH:5]=[O:6]>>[CH3:1][CH2:2][CH2:3][O+:4]=[C-:5][OH:6],75.70501
[CH2:1]([CH2:2][CH3:5])[O:4][CH:3]=[O:6]>>[CH2:1]=[CH2:2].[CH2:3]=[O:4].[CH2:5]=[O:6],92.72385
[CH3:1][CH2:2][CH2:3][O:4][CH:5]=[O:6]>>[CH3:1][C@@H:2]1[CH2:3][O:4][C@@H:5]1[OH:6],96.23078
[CH3:1][CH2:2][CH2:3][O:4][CH:5]=[O:6]>>[CH3:1][CH2:2][CH:3]=[O:4].[C-:5]#[O+:6].[H:7][H:8],69.34275
[O:1]=[CH:2][O:6][CH2:5][CH2:4][CH3:3]>>[OH:1][C@H:2]1[CH2:3][CH2:4][CH2:5][O:6]1,84.70679
[CH3:1][CH2:2][CH2:3][O:4][CH:5]=[O:6]>>[CH3:1][CH2:2][CH2:3][OH:4].[C-:5]#[O+:6],67.39399999999999
[CH2:1]([CH3:2])[CH2:3][O:4][CH:5]=[O:6]>>[CH3:1][CH3:2].[CH-:3]=[O+:4][CH:5]=[O:6],89.3093
[O:1]=[CH:2][CH:3]1[CH2:4][O:5][CH2:6]1>>[O:1]=[C:2]=[C:3]1[CH2:4][O:5][CH2:6]1.[H:7][H:8],81.66096
[CH2:1]1[CH:2]([CH:3]=[O:4])[CH2:5][O:6]1>>[CH:1][C@@H:2]([CH:3]=[O:4])[CH2:5][OH:6],73.81268
[O:1]=[CH:2][CH:3]1[CH2:4][O:5][CH2:6]1>>[OH:1][CH:2]=[C:3]1[CH2:4][O:5][CH2:6]1,69.20189
[O:1]=[CH:2][CH:3]1[CH2:4][O:6][CH2:5]1>>[OH:1]/[CH:2]=[CH:3]\[C@@H:4]1[CH2:5][O:6]1,80.26791
[O:1]=[CH:2][CH:3]1[CH2:4][O:5][CH2:6]1>>[O:1]=[CH:2][C@@H:3]1[C-:4]=[O+:5][CH2:6]1.[H:7][H:8],83.16972
[O:1]=[CH:2][CH:3]1[CH2:4][O:5][CH2:6]1>>[OH:1][C:2][CH:3]1[CH2:4][O:5][CH2:6]1,78.98298
[CH:1]1([CH:5]=[O:6])[CH2:2][O:3][CH2:4]1>>[CH2:1]1[CH2:2][O:3][CH2:4]1.[C-:5]#[O+:6],113.97646
[CH2:1]1[O:2][CH2:3][CH:4]1[CH:5]=[O:6]>>[CH-:1]=[O+:2][CH2:3][CH2:4][CH:5]=[O:6],81.19112
[CH2:1]1[CH:2]([CH:3]=[O:4])[CH2:5][O:6]1>>[CH2:1]=[CH:2][CH:3]=[O:4].[CH2:5]=[O:6],45.95446
[C:1]([CH2:3][CH2:2][OH:5])#[CH:4]>>[CH:1]1=[CH:2][CH2:3]1.[CH2:4]=[O:5],80.01087
[CH2:1]([C:2]#[CH:3])[CH2:4][OH:5]>>[CH2:1]=[C:2]=[CH2:3].[CH2:4]=[O:5],42.55247
[C:1](#[CH:2])[CH2:3][CH2:4][OH:5]>>[CH:1]#[C:2][CH3:3].[CH2:4]=[O:5],88.76889
[C:1](#[CH:2])[CH2:3][CH2:4][OH:5]>>[CH:1]#[CH:2].[CH3:3][CH:4]=[O:5],86.90791999999998
[CH:1]#[C:2][CH2:3][CH2:4][OH:5]>>[CH2:1]=[C:2]=[CH:3][CH2:4][OH:5],81.4876
[CH:1]#[C:2][CH2:3][CH2:4][OH:5]>>[CH2:1]=[C:2]1[CH2:3][CH2:4][O:5]1,75.30674
[OH:1][CH2:2][CH2:4][C:3]#[CH:5]>>[OH:1][CH:2]=[C:3]1[CH2:4][CH2:5]1,75.21777
[CH:1]#[C:2][CH2:3][CH2:4][OH:5]>>[C:1]=[CH:2][CH2:3][CH2:4][OH:5],57.36863
[NH2:2][c:3]1[cH:4][cH:5][cH:6][o:7]1>>[H:1]/[N:2]=[C:3]1\[CH:4]=[CH:5][CH2:6][O:7]1,90.24216
